State,State Code,Year,Deaths,Population,Crude Rate
Alabama,1,1979,34457,3873403,890
Alabama,1,1980,35542,3898117,912
Alabama,1,1981,35412,3920097,903
Alabama,1,1982,35002,3925924,892
Alabama,1,1983,35560,3933838,904
Alabama,1,1984,36536,3952400,924
Alabama,1,1985,37603,3974101,946
Alabama,1,1986,37718,3993162,945
Alabama,1,1987,37708,4017181,939
Alabama,1,1988,39127,4027045,972
Alabama,1,1989,39006,4034980,967
Alabama,1,1990,39381,4043643,974
Alabama,1,1991,40063,4101607,977
Alabama,1,1992,39352,4155699,947
Alabama,1,1993,41272,4216208,979
Alabama,1,1994,41708,4262457,979
Alabama,1,1995,42362,4298981,985
Alabama,1,1996,42827,4334219,988
Alabama,1,1997,43258,4370490,990
Alabama,1,1998,43950,4408398,997
Alabama,1,1999,44806,4430141,1011
Alabama,1,2000,45062,4447100,1013
Alabama,1,2001,45316,4467634,1014
Alabama,1,2002,46069,4480089,1028
Alabama,1,2003,46716,4503491,1037
Alabama,1,2004,46121,4530729,1018
Alabama,1,2005,47090,4569805,1031
Alabama,1,2006,46977,4628981,1015
Alabama,1,2007,46696,4672840,999
Alabama,1,2008,47707,4718206,1011
Alabama,1,2009,47470,4757938,998
Alabama,1,2010,48038,4779736,1005
Alabama,1,2011,48681,4799918,1014
Alabama,1,2012,49301,4815960,1024
Alabama,1,2013,50189,4829479,1039
Alabama,1,2014,50215,4843214,1037
Alabama,1,2015,51909,4853875,1069
Alabama,1,2016,52466,4863300,1079
Alaska,2,1979,1567,404735,387
Alaska,2,1980,1714,403594,425
Alaska,2,1981,1723,420161,410
Alaska,2,1982,1785,451672,395
Alaska,2,1983,1897,490111,387
Alaska,2,1984,1929,515014,375
Alaska,2,1985,2068,533411,388
Alaska,2,1986,2090,544113,384
Alaska,2,1987,2055,538774,381
Alaska,2,1988,2064,541504,381
Alaska,2,1989,2095,547442,383
Alaska,2,1990,2188,549982,398
Alaska,2,1991,2200,570440,386
Alaska,2,1992,2303,589389,391
Alaska,2,1993,2383,599884,397
Alaska,2,1994,2445,603918,405
Alaska,2,1995,2553,605068,422
Alaska,2,1996,2582,609231,424
Alaska,2,1997,2575,613530,420
Alaska,2,1998,2571,620503,414
Alaska,2,1999,2708,624779,433
Alaska,2,2000,2914,626932,465
Alaska,2,2001,2974,633714,469
Alaska,2,2002,3030,642337,472
Alaska,2,2003,3180,648414,490
Alaska,2,2004,3051,659286,463
Alaska,2,2005,3168,666946,475
Alaska,2,2006,3354,675302,497
Alaska,2,2007,3463,680300,509
Alaska,2,2008,3494,687455,508
Alaska,2,2009,3618,698895,518
Alaska,2,2010,3728,710231,525
Alaska,2,2011,3849,722713,533
Alaska,2,2012,3912,731089,535
Alaska,2,2013,3997,736879,542
Alaska,2,2014,4128,736705,560
Alaska,2,2015,4316,737709,585
Alaska,2,2016,4494,741894,606
Arizona,4,1979,19782,2643879,748
Arizona,4,1980,21367,2725485,784
Arizona,4,1981,21358,2816864,758
Arizona,4,1982,21969,2896090,759
Arizona,4,1983,22593,2974479,760
Arizona,4,1984,23972,3072024,780
Arizona,4,1985,24619,3190632,772
Arizona,4,1986,25569,3315309,771
Arizona,4,1987,26969,3444621,783
Arizona,4,1988,27684,3543501,781
Arizona,4,1989,28212,3629959,777
Arizona,4,1990,28789,3670009,784
Arizona,4,1991,29548,3789418,780
Arizona,4,1992,31055,3917373,793
Arizona,4,1993,33321,4066852,819
Arizona,4,1994,34298,4247728,807
Arizona,4,1995,35342,4433841,797
Arizona,4,1996,36592,4589841,797
Arizona,4,1997,37066,4739994,782
Arizona,4,1998,38300,4886250,784
Arizona,4,1999,40050,5023823,797
Arizona,4,2000,40500,5130632,789
Arizona,4,2001,41058,5273477,779
Arizona,4,2002,42816,5396255,793
Arizona,4,2003,43392,5510364,788
Arizona,4,2004,43198,5652404,764
Arizona,4,2005,45827,5839077,785
Arizona,4,2006,46365,6029141,769
Arizona,4,2007,45554,6167681,739
Arizona,4,2008,45823,6280362,730
Arizona,4,2009,45816,6343154,722
Arizona,4,2010,46762,6392017,732
Arizona,4,2011,48381,6467163,748
Arizona,4,2012,49549,6549634,757
Arizona,4,2013,50534,6624617,763
Arizona,4,2014,51538,6719993,767
Arizona,4,2015,54299,6817565,797
Arizona,4,2016,56645,6931071,817
Arkansas,5,1979,21550,2270804,949
Arkansas,5,1980,22744,2288599,994
Arkansas,5,1981,22372,2293696,975
Arkansas,5,1982,22419,2294665,977
Arkansas,5,1983,23154,2305943,1004
Arkansas,5,1984,23595,2320088,1017
Arkansas,5,1985,24137,2328082,1037
Arkansas,5,1986,23968,2332608,1028
Arkansas,5,1987,24429,2343274,1043
Arkansas,5,1988,24904,2344127,1062
Arkansas,5,1989,24647,2348699,1049
Arkansas,5,1990,24652,2352527,1048
Arkansas,5,1991,25048,2384138,1051
Arkansas,5,1992,24956,2416429,1033
Arkansas,5,1993,26531,2457014,1080
Arkansas,5,1994,26305,2494910,1054
Arkansas,5,1995,26702,2535835,1053
Arkansas,5,1996,26534,2573244,1031
Arkansas,5,1997,27844,2602253,1070
Arkansas,5,1998,27510,2627564,1047
Arkansas,5,1999,27925,2651860,1053
Arkansas,5,2000,28217,2673400,1056
Arkansas,5,2001,27759,2691571,1031
Arkansas,5,2002,28513,2705927,1054
Arkansas,5,2003,27918,2724816,1025
Arkansas,5,2004,27528,2749686,1001
Arkansas,5,2005,28055,2781097,1009
Arkansas,5,2006,27901,2821761,989
Arkansas,5,2007,28191,2848650,990
Arkansas,5,2008,29322,2874554,1020
Arkansas,5,2009,28673,2896843,990
Arkansas,5,2010,28916,2915918,992
Arkansas,5,2011,29653,2939493,1009
Arkansas,5,2012,30117,2950685,1021
Arkansas,5,2013,30437,2958663,1029
Arkansas,5,2014,30467,2966912,1027
Arkansas,5,2015,31617,2977853,1062
Arkansas,5,2016,31756,2988248,1063
California,6,1979,177399,23304422,761
California,6,1980,186624,23729183,787
California,6,1981,184987,24344273,760
California,6,1982,188471,24870183,758
California,6,1983,188442,25398443,742
California,6,1984,195531,25881851,756
California,6,1985,201911,26488512,762
California,6,1986,203293,27149692,749
California,6,1987,209424,27834578,752
California,6,1988,215485,28538528,755
California,6,1989,216619,29309226,739
California,6,1990,214369,29829422,719
California,6,1991,215284,30482745,706
California,6,1992,215847,30992952,696
California,6,1993,221989,31296016,709
California,6,1994,224292,31505058,712
California,6,1995,224213,31719735,707
California,6,1996,223447,32046821,697
California,6,1997,224592,32514514,691
California,6,1998,226954,33021362,687
California,6,1999,229380,33499204,685
California,6,2000,229551,33871648,678
California,6,2001,234044,34479458,679
California,6,2002,234565,34871843,673
California,6,2003,239371,35253159,679
California,6,2004,232525,35574576,654
California,6,2005,237037,35827943,662
California,6,2006,237126,36021202,658
California,6,2007,233720,36250311,645
California,6,2008,234766,36604337,641
California,6,2009,232736,36961229,630
California,6,2010,234012,37253956,628
California,6,2011,239942,37676861,637
California,6,2012,242554,38011074,638
California,6,2013,248359,38335203,648
California,6,2014,245929,38680810,636
California,6,2015,259206,38993940,665
California,6,2016,262240,39250017,668
Colorado,8,1979,18450,2854156,646
Colorado,8,1980,18956,2896401,655
Colorado,8,1981,19388,2983957,650
Colorado,8,1982,19649,3068025,640
Colorado,8,1983,19549,3137512,623
Colorado,8,1984,20394,3172473,643
Colorado,8,1985,20236,3211081,630
Colorado,8,1986,20810,3239353,642
Colorado,8,1987,21093,3261010,647
Colorado,8,1988,21350,3263281,654
Colorado,8,1989,21144,3276660,645
Colorado,8,1990,21583,3295529,655
Colorado,8,1991,22588,3387824,667
Colorado,8,1992,22440,3496821,642
Colorado,8,1993,23746,3614735,657
Colorado,8,1994,24250,3725509,651
Colorado,8,1995,25011,3827609,653
Colorado,8,1996,25723,3921395,656
Colorado,8,1997,25626,4018882,638
Colorado,8,1998,26640,4118190,647
Colorado,8,1999,27114,4226018,642
Colorado,8,2000,27288,4301261,634
Colorado,8,2001,28294,4425687,639
Colorado,8,2002,29210,4490406,651
Colorado,8,2003,29506,4528732,652
Colorado,8,2004,28309,4575013,619
Colorado,8,2005,29627,4631888,640
Colorado,8,2006,29521,4720423,625
Colorado,8,2007,29993,4803868,624
Colorado,8,2008,31274,4889730,640
Colorado,8,2009,31173,4972195,627
Colorado,8,2010,31465,5029196,626
Colorado,8,2011,32563,5118360,636
Colorado,8,2012,33133,5189867,638
Colorado,8,2013,33712,5267603,640
Colorado,8,2014,35237,5349648,659
Colorado,8,2015,36349,5448819,667
Colorado,8,2016,37530,5540545,677
Connecticut,9,1979,26053,3101686,840
Connecticut,9,1980,27275,3109321,877
Connecticut,9,1981,26768,3131032,855
Connecticut,9,1982,26838,3141181,854
Connecticut,9,1983,27246,3164200,861
Connecticut,9,1984,27851,3182426,875
Connecticut,9,1985,28170,3204314,879
Connecticut,9,1986,28096,3226567,871
Connecticut,9,1987,28327,3251130,871
Connecticut,9,1988,28576,3275681,872
Connecticut,9,1989,28243,3287127,859
Connecticut,9,1990,27607,3287825,840
Connecticut,9,1991,28029,3303749,848
Connecticut,9,1992,28254,3301385,856
Connecticut,9,1993,29037,3309945,877
Connecticut,9,1994,29273,3316918,883
Connecticut,9,1995,29457,3324324,886
Connecticut,9,1996,29560,3337947,886
Connecticut,9,1997,29415,3349822,878
Connecticut,9,1998,29710,3366615,883
Connecticut,9,1999,29446,3386401,870
Connecticut,9,2000,30129,3405565,885
Connecticut,9,2001,29827,3432835,869
Connecticut,9,2002,30122,3458749,871
Connecticut,9,2003,29627,3484336,850
Connecticut,9,2004,29314,3496094,839
Connecticut,9,2005,29467,3506956,840
Connecticut,9,2006,29260,3517460,832
Connecticut,9,2007,28651,3527270,812
Connecticut,9,2008,28794,3545579,812
Connecticut,9,2009,28585,3561807,803
Connecticut,9,2010,28692,3574097,803
Connecticut,9,2011,29526,3589893,823
Connecticut,9,2012,29316,3593795,816
Connecticut,9,2013,29632,3596003,824
Connecticut,9,2014,29860,3591873,831
Connecticut,9,2015,30535,3584730,852
Connecticut,9,2016,30543,3576452,854
Delaware,10,1979,4897,599476,817
Delaware,10,1980,5044,595519,847
Delaware,10,1981,5073,596658,850
Delaware,10,1982,5104,599565,851
Delaware,10,1983,5012,605660,828
Delaware,10,1984,5098,611723,833
Delaware,10,1985,5475,618730,885
Delaware,10,1986,5631,628001,897
Delaware,10,1987,5603,637508,879
Delaware,10,1988,5769,648489,890
Delaware,10,1989,5843,659194,886
Delaware,10,1990,5764,666780,865
Delaware,10,1991,5928,683489,867
Delaware,10,1992,5941,695038,855
Delaware,10,1993,6150,706719,870
Delaware,10,1994,6339,717867,883
Delaware,10,1995,6282,730099,860
Delaware,10,1996,6503,741330,877
Delaware,10,1997,6510,751824,866
Delaware,10,1998,6578,763841,861
Delaware,10,1999,6666,774990,860
Delaware,10,2000,6875,783600,877
Delaware,10,2001,7112,795699,894
Delaware,10,2002,6861,806169,851
Delaware,10,2003,7070,818003,864
Delaware,10,2004,7143,830803,860
Delaware,10,2005,7472,845150,884
Delaware,10,2006,7204,859268,838
Delaware,10,2007,7327,871749,841
Delaware,10,2008,7622,883874,862
Delaware,10,2009,7534,891730,845
Delaware,10,2010,7706,897934,858
Delaware,10,2011,7845,907924,864
Delaware,10,2012,7875,916993,859
Delaware,10,2013,7967,925395,861
Delaware,10,2014,8260,934948,884
Delaware,10,2015,8582,944076,909
Delaware,10,2016,8874,952065,932
District of Columbia,11,1979,6864,658050,1043
District of Columbia,11,1980,7108,640822,1109
District of Columbia,11,1981,6954,638852,1089
District of Columbia,11,1982,6713,636098,1055
District of Columbia,11,1983,6764,634223,1067
District of Columbia,11,1984,6762,635294,1064
District of Columbia,11,1985,6981,636435,1097
District of Columbia,11,1986,7284,640289,1138
District of Columbia,11,1987,7430,639144,1163
District of Columbia,11,1988,7664,633081,1211
District of Columbia,11,1989,7649,628088,1218
District of Columbia,11,1990,7313,609615,1200
District of Columbia,11,1991,7075,603671,1172
District of Columbia,11,1992,7110,600028,1185
District of Columbia,11,1993,7191,597713,1203
District of Columbia,11,1994,7208,591238,1219
District of Columbia,11,1995,6896,582247,1184
District of Columbia,11,1996,6624,573994,1154
District of Columbia,11,1997,6129,569116,1077
District of Columbia,11,1998,6054,566630,1068
District of Columbia,11,1999,6076,570213,1066
District of Columbia,11,2000,6001,572059,1049
District of Columbia,11,2001,5951,574504,1036
District of Columbia,11,2002,5851,573158,1021
District of Columbia,11,2003,5573,568502,980
District of Columbia,11,2004,5454,567754,961
District of Columbia,11,2005,5483,567136,967
District of Columbia,11,2006,5344,570681,936
District of Columbia,11,2007,5188,574404,903
District of Columbia,11,2008,5140,580236,886
District of Columbia,11,2009,4834,592228,816
District of Columbia,11,2010,4672,601723,776
District of Columbia,11,2011,4589,620477,740
District of Columbia,11,2012,4650,635327,732
District of Columbia,11,2013,4719,649165,727
District of Columbia,11,2014,4723,659005,717
District of Columbia,11,2015,4871,670377,727
District of Columbia,11,2016,5037,681170,740
Florida,12,1979,98524,9480731,1039
Florida,12,1980,104670,9764074,1072
Florida,12,1981,109127,10208144,1069
Florida,12,1982,108584,10487366,1035
Florida,12,1983,113195,10764476,1052
Florida,12,1984,115227,11055366,1042
Florida,12,1985,121108,11368628,1065
Florida,12,1986,123504,11682730,1057
Florida,12,1987,127290,12014726,1059
Florida,12,1988,131044,12326923,1063
Florida,12,1989,132765,12660706,1049
Florida,12,1990,134385,12952277,1038
Florida,12,1991,136293,13371703,1019
Florida,12,1992,139723,13654211,1023
Florida,12,1993,146699,13932066,1053
Florida,12,1994,148749,14244848,1044
Florida,12,1995,153176,14544358,1053
Florida,12,1996,153443,14860585,1033
Florida,12,1997,154497,15194344,1017
Florida,12,1998,158167,15496518,1021
Florida,12,1999,163224,15759421,1036
Florida,12,2000,164395,15982378,1029
Florida,12,2001,167269,16356966,1023
Florida,12,2002,167814,16689370,1006
Florida,12,2003,168657,17004085,992
Florida,12,2004,169008,17415318,971
Florida,12,2005,170791,17842038,957
Florida,12,2006,170066,18166990,936
Florida,12,2007,168096,18367842,915
Florida,12,2008,170703,18527305,921
Florida,12,2009,169924,18652644,911
Florida,12,2010,173791,18801310,924
Florida,12,2011,173976,19096952,911
Florida,12,2012,177291,19344156,917
Florida,12,2013,181112,19582022,925
Florida,12,2014,185956,19888741,935
Florida,12,2015,191737,20244914,947
Florida,12,2016,197313,20612439,957
Georgia,13,1979,43062,5397054,798
Georgia,13,1980,44262,5472448,809
Georgia,13,1981,44892,5572350,806
Georgia,13,1982,44179,5652656,782
Georgia,13,1983,46005,5729765,803
Georgia,13,1984,46595,5837719,798
Georgia,13,1985,48657,5968250,815
Georgia,13,1986,49347,6090642,810
Georgia,13,1987,50199,6216909,808
Georgia,13,1988,51627,6325549,816
Georgia,13,1989,52258,6421599,814
Georgia,13,1990,51810,6483380,799
Georgia,13,1991,52802,6655914,793
Georgia,13,1992,52992,6820520,777
Georgia,13,1993,56099,6981614,804
Georgia,13,1994,56571,7161196,790
Georgia,13,1995,58387,7333169,796
Georgia,13,1996,58754,7506543,783
Georgia,13,1997,59351,7691435,772
Georgia,13,1998,60428,7870311,768
Georgia,13,1999,62028,8045965,771
Georgia,13,2000,63870,8186453,780
Georgia,13,2001,64485,8377038,770
Georgia,13,2002,65449,8508256,769
Georgia,13,2003,66478,8622793,771
Georgia,13,2004,65818,8769252,751
Georgia,13,2005,66736,8925922,748
Georgia,13,2006,67808,9155813,741
Georgia,13,2007,68331,9349988,731
Georgia,13,2008,69640,9504843,733
Georgia,13,2009,69712,9620846,725
Georgia,13,2010,71263,9687653,736
Georgia,13,2011,71248,9811610,726
Georgia,13,2012,72847,9914668,735
Georgia,13,2013,75088,9984938,752
Georgia,13,2014,76887,10087231,762
Georgia,13,2015,79942,10199398,784
Georgia,13,2016,81428,10310371,790
Hawaii,15,1979,4870,952438,511
Hawaii,15,1980,4981,967282,515
Hawaii,15,1981,4991,980258,509
Hawaii,15,1982,5188,995925,521
Hawaii,15,1983,5482,1014687,540
Hawaii,15,1984,5640,1029123,548
Hawaii,15,1985,5825,1040309,560
Hawaii,15,1986,5874,1052609,558
Hawaii,15,1987,6224,1069296,582
Hawaii,15,1988,6075,1081823,562
Hawaii,15,1989,6502,1096941,593
Hawaii,15,1990,6782,1109946,611
Hawaii,15,1991,6810,1137471,599
Hawaii,15,1992,6968,1159490,601
Hawaii,15,1993,7329,1173765,624
Hawaii,15,1994,7336,1188875,617
Hawaii,15,1995,7633,1198027,637
Hawaii,15,1996,7948,1205599,659
Hawaii,15,1997,7892,1213103,651
Hawaii,15,1998,8091,1217209,665
Hawaii,15,1999,8270,1210300,683
Hawaii,15,2000,8290,1211537,684
Hawaii,15,2001,8394,1225948,685
Hawaii,15,2002,8801,1239613,710
Hawaii,15,2003,8978,1251154,718
Hawaii,15,2004,9030,1273569,709
Hawaii,15,2005,9136,1292729,707
Hawaii,15,2006,9432,1309731,720
Hawaii,15,2007,9495,1315675,722
Hawaii,15,2008,9501,1332213,713
Hawaii,15,2009,9914,1346717,736
Hawaii,15,2010,9617,1360301,707
Hawaii,15,2011,9923,1377864,720
Hawaii,15,2012,10274,1391820,738
Hawaii,15,2013,10505,1406481,747
Hawaii,15,2014,10767,1416349,760
Hawaii,15,2015,11053,1425157,776
Hawaii,15,2016,10913,1428557,764
Idaho,16,1979,6393,934621,684
Idaho,16,1980,6763,945395,715
Idaho,16,1981,6929,962481,720
Idaho,16,1982,6957,973832,714
Idaho,16,1983,7241,981166,738
Idaho,16,1984,7251,989800,733
Idaho,16,1985,7115,993122,716
Idaho,16,1986,7388,988853,747
Idaho,16,1987,7343,983879,746
Idaho,16,1988,7701,984942,782
Idaho,16,1989,7468,994027,751
Idaho,16,1990,7452,1006693,740
Idaho,16,1991,7719,1041649,741
Idaho,16,1992,7877,1072047,735
Idaho,16,1993,8395,1108881,757
Idaho,16,1994,8447,1145272,738
Idaho,16,1995,8516,1177589,723
Idaho,16,1996,8714,1203432,724
Idaho,16,1997,8976,1228543,731
Idaho,16,1998,9155,1252682,731
Idaho,16,1999,9579,1275674,751
Idaho,16,2000,9563,1293953,739
Idaho,16,2001,9753,1319962,739
Idaho,16,2002,9923,1340372,740
Idaho,16,2003,10380,1363380,761
Idaho,16,2004,10028,1391802,721
Idaho,16,2005,10556,1428241,739
Idaho,16,2006,10613,1468669,723
Idaho,16,2007,10822,1505105,719
Idaho,16,2008,10962,1534320,715
Idaho,16,2009,11098,1554439,714
Idaho,16,2010,11429,1567582,729
Idaho,16,2011,12027,1584143,759
Idaho,16,2012,11998,1595911,752
Idaho,16,2013,12434,1612011,771
Idaho,16,2014,12613,1633532,772
Idaho,16,2015,13026,1652828,788
Idaho,16,2016,13366,1683140,794
Illinois,17,1979,102227,11440371,894
Illinois,17,1980,102935,11448136,899
Illinois,17,1981,101819,11455471,889
Illinois,17,1982,100501,11432454,879
Illinois,17,1983,102438,11411820,898
Illinois,17,1984,100911,11415352,884
Illinois,17,1985,102279,11405963,897
Illinois,17,1986,103371,11390893,908
Illinois,17,1987,102314,11400420,898
Illinois,17,1988,105250,11404558,923
Illinois,17,1989,103366,11428341,905
Illinois,17,1990,103006,11443138,900
Illinois,17,1991,104123,11576175,900
Illinois,17,1992,102118,11698413,873
Illinois,17,1993,107193,11816159,907
Illinois,17,1994,107344,11919512,901
Illinois,17,1995,108469,12014530,903
Illinois,17,1996,106092,12109540,876
Illinois,17,1997,102914,12192249,844
Illinois,17,1998,104480,12281911,851
Illinois,17,1999,108436,12359020,877
Illinois,17,2000,106634,12419293,859
Illinois,17,2001,105430,12488445,844
Illinois,17,2002,106667,12525556,852
Illinois,17,2003,105325,12556006,839
Illinois,17,2004,102670,12589773,816
Illinois,17,2005,103974,12609903,825
Illinois,17,2006,102171,12643955,808
Illinois,17,2007,100503,12695866,792
Illinois,17,2008,103471,12747038,812
Illinois,17,2009,100056,12796778,782
Illinois,17,2010,99931,12830632,779
Illinois,17,2011,101906,12860012,792
Illinois,17,2012,102433,12870798,796
Illinois,17,2013,103401,12879505,803
Illinois,17,2014,105293,12867544,818
Illinois,17,2015,106872,12839047,832
Illinois,17,2016,107020,12801539,836
Indiana,18,1979,46731,5479304,853
Indiana,18,1980,47345,5494918,862
Indiana,18,1981,47309,5480835,863
Indiana,18,1982,46630,5468160,853
Indiana,18,1983,47747,5448436,876
Indiana,18,1984,47449,5456941,870
Indiana,18,1985,48195,5460017,883
Indiana,18,1986,49366,5454341,905
Indiana,18,1987,48906,5472984,894
Indiana,18,1988,50037,5494747,911
Indiana,18,1989,49094,5527092,888
Indiana,18,1990,49569,5546819,894
Indiana,18,1991,50148,5619615,892
Indiana,18,1992,49964,5675757,880
Indiana,18,1993,52311,5741125,911
Indiana,18,1994,52454,5794799,905
Indiana,18,1995,53287,5852819,911
Indiana,18,1996,52969,5908417,897
Indiana,18,1997,53130,5956292,892
Indiana,18,1998,53477,6001025,891
Indiana,18,1999,55303,6044969,915
Indiana,18,2000,55469,6080485,912
Indiana,18,2001,55198,6127760,901
Indiana,18,2002,55396,6155967,900
Indiana,18,2003,55968,6196638,903
Indiana,18,2004,54211,6233007,870
Indiana,18,2005,55675,6278616,887
Indiana,18,2006,55622,6332669,878
Indiana,18,2007,54000,6379599,846
Indiana,18,2008,56752,6424806,883
Indiana,18,2009,55973,6459325,867
Indiana,18,2010,56743,6483802,875
Indiana,18,2011,58202,6516480,893
Indiana,18,2012,59332,6537743,908
Indiana,18,2013,60716,6569102,924
Indiana,18,2014,60940,6595233,924
Indiana,18,2015,62713,6612768,948
Indiana,18,2016,63473,6633053,957
Iowa,19,1979,26849,2919960,920
Iowa,19,1980,27120,2917312,930
Iowa,19,1981,26949,2908684,927
Iowa,19,1982,26890,2887872,931
Iowa,19,1983,27528,2869260,959
Iowa,19,1984,27020,2857249,946
Iowa,19,1985,27834,2828452,984
Iowa,19,1986,27066,2789767,970
Iowa,19,1987,27234,2765297,985
Iowa,19,1988,27869,2767561,1007
Iowa,19,1989,27195,2770681,982
Iowa,19,1990,26884,2776587,968
Iowa,19,1991,27353,2798656,977
Iowa,19,1992,26593,2819049,943
Iowa,19,1993,27973,2837695,986
Iowa,19,1994,27702,2851451,972
Iowa,19,1995,28021,2868091,977
Iowa,19,1996,27840,2880950,966
Iowa,19,1997,27694,2891288,958
Iowa,19,1998,28362,2903589,977
Iowa,19,1999,28411,2917634,974
Iowa,19,2000,28060,2926324,959
Iowa,19,2001,27791,2931997,948
Iowa,19,2002,27978,2934234,954
Iowa,19,2003,28062,2941999,954
Iowa,19,2004,26897,2953635,911
Iowa,19,2005,27811,2964454,938
Iowa,19,2006,27362,2982644,917
Iowa,19,2007,27221,2999212,908
Iowa,19,2008,28541,3016734,946
Iowa,19,2009,27544,3032870,908
Iowa,19,2010,27745,3046355,911
Iowa,19,2011,28184,3065223,920
Iowa,19,2012,28389,3076310,923
Iowa,19,2013,28948,3091930,936
Iowa,19,2014,29190,3108030,939
Iowa,19,2015,29600,3121997,948
Iowa,19,2016,29538,3134693,942
Kansas,20,1979,21150,2351528,899
Kansas,20,1980,22034,2368222,930
Kansas,20,1981,21701,2388484,909
Kansas,20,1982,21804,2403605,907
Kansas,20,1983,21931,2416834,907
Kansas,20,1984,22307,2424856,920
Kansas,20,1985,22057,2427892,909
Kansas,20,1986,22298,2433204,916
Kansas,20,1987,22113,2445357,904
Kansas,20,1988,22992,2462513,934
Kansas,20,1989,22287,2473223,901
Kansas,20,1990,22279,2477805,899
Kansas,20,1991,22505,2499627,900
Kansas,20,1992,22185,2533409,876
Kansas,20,1993,23631,2557596,924
Kansas,20,1994,23338,2581640,904
Kansas,20,1995,23935,2602226,920
Kansas,20,1996,23902,2615563,914
Kansas,20,1997,23750,2636018,901
Kansas,20,1998,24057,2661727,904
Kansas,20,1999,24472,2678338,914
Kansas,20,2000,24717,2688418,919
Kansas,20,2001,24647,2702162,912
Kansas,20,2002,25021,2713535,922
Kansas,20,2003,24593,2723004,903
Kansas,20,2004,23818,2734373,871
Kansas,20,2005,24682,2745299,899
Kansas,20,2006,24553,2762931,889
Kansas,20,2007,24491,2783785,880
Kansas,20,2008,24975,2808076,889
Kansas,20,2009,24024,2832704,848
Kansas,20,2010,24502,2853118,859
Kansas,20,2011,25116,2869503,875
Kansas,20,2012,25145,2885262,872
Kansas,20,2013,25414,2892821,879
Kansas,20,2014,25793,2899360,890
Kansas,20,2015,26664,2906721,917
Kansas,20,2016,26245,2907289,903
Kentucky,21,1979,32482,3646979,891
Kentucky,21,1980,33796,3663841,922
Kentucky,21,1981,33283,3670577,907
Kentucky,21,1982,32990,3683426,896
Kentucky,21,1983,34224,3692888,927
Kentucky,21,1984,33631,3693321,911
Kentucky,21,1985,34865,3693608,944
Kentucky,21,1986,34818,3686796,944
Kentucky,21,1987,34598,3683045,939
Kentucky,21,1988,35616,3680399,968
Kentucky,21,1989,35398,3680272,962
Kentucky,21,1990,35078,3687389,951
Kentucky,21,1991,35346,3724483,949
Kentucky,21,1992,35033,3766660,930
Kentucky,21,1993,36869,3813296,967
Kentucky,21,1994,37156,3850039,965
Kentucky,21,1995,37201,3887959,957
Kentucky,21,1996,37272,3920721,951
Kentucky,21,1997,37998,3953242,961
Kentucky,21,1998,37832,3987167,949
Kentucky,21,1999,39321,4018053,979
Kentucky,21,2000,39504,4041769,977
Kentucky,21,2001,39861,4068132,980
Kentucky,21,2002,40697,4089875,995
Kentucky,21,2003,40241,4117170,977
Kentucky,21,2004,38646,4146101,932
Kentucky,21,2005,40223,4182742,962
Kentucky,21,2006,40102,4219239,951
Kentucky,21,2007,40090,4256672,942
Kentucky,21,2008,41329,4289878,963
Kentucky,21,2009,41380,4317074,959
Kentucky,21,2010,41983,4339367,968
Kentucky,21,2011,42626,4369354,976
Kentucky,21,2012,43664,4384799,996
Kentucky,21,2013,43759,4400477,994
Kentucky,21,2014,44838,4413057,1016
Kentucky,21,2015,46564,4424611,1052
Kentucky,21,2016,47827,4436974,1078
Louisiana,22,1979,34771,4148645,838
Louisiana,22,1980,35651,4215763,846
Louisiana,22,1981,36024,4290182,840
Louisiana,22,1982,35776,4359915,821
Louisiana,22,1983,36409,4398962,828
Louisiana,22,1984,35741,4402961,812
Louisiana,22,1985,37029,4410832,840
Louisiana,22,1986,36373,4407247,825
Louisiana,22,1987,36443,4343172,839
Louisiana,22,1988,37601,4290471,876
Louisiana,22,1989,37665,4255514,885
Louisiana,22,1990,37571,4222456,890
Louisiana,22,1991,38283,4256824,899
Louisiana,22,1992,37642,4294771,877
Louisiana,22,1993,39593,4319122,917
Louisiana,22,1994,39017,4349878,897
Louisiana,22,1995,39705,4380949,906
Louisiana,22,1996,39586,4401947,899
Louisiana,22,1997,40006,4424355,904
Louisiana,22,1998,40337,4443537,908
Louisiana,22,1999,41238,4460811,925
Louisiana,22,2000,41138,4468976,921
Louisiana,22,2001,41757,4477875,933
Louisiana,22,2002,41984,4497267,934
Louisiana,22,2003,42719,4521042,945
Louisiana,22,2004,42215,4552238,927
Louisiana,22,2005,44355,4576628,969
Louisiana,22,2006,40045,4302665,931
Louisiana,22,2007,39966,4375581,913
Louisiana,22,2008,41220,4435586,929
Louisiana,22,2009,40282,4491648,897
Louisiana,22,2010,40667,4533372,897
Louisiana,22,2011,40890,4575404,894
Louisiana,22,2012,42320,4603429,919
Louisiana,22,2013,43270,4626402,935
Louisiana,22,2014,43869,4647880,944
Louisiana,22,2015,43716,4668960,936
Louisiana,22,2016,44306,4681666,946
Maine,23,1979,10296,1125556,915
Maine,23,1980,10800,1125413,960
Maine,23,1981,10387,1133551,916
Maine,23,1982,10472,1137158,921
Maine,23,1983,10929,1145063,954
Maine,23,1984,10873,1155952,941
Maine,23,1985,11420,1163300,982
Maine,23,1986,11237,1170191,960
Maine,23,1987,11282,1184645,952
