State,State Code,Year,Deaths,Population,Crude Rate
West Virginia,54,1992,19720,1806776,1091
West Virginia,54,1993,20404,1817927,1122
West Virginia,54,1994,20152,1820782,1107
West Virginia,54,1995,20238,1823956,1110
West Virginia,54,1996,20420,1823203,1120
West Virginia,54,1997,20881,1819689,1148
West Virginia,54,1998,20767,1816386,1143
West Virginia,54,1999,21049,1811799,1162
West Virginia,54,2000,21114,1808344,1168
West Virginia,54,2001,20967,1801481,1164
West Virginia,54,2002,21016,1805414,1164
West Virginia,54,2003,21306,1812295,1176
West Virginia,54,2004,20793,1816438,1145
West Virginia,54,2005,20780,1820492,1141
West Virginia,54,2006,20672,1827912,1131
West Virginia,54,2007,21086,1834052,1150
West Virginia,54,2008,21557,1840310,1171
West Virginia,54,2009,21386,1847775,1157
West Virginia,54,2010,21275,1852994,1148
West Virginia,54,2011,21867,1854972,1179
West Virginia,54,2012,21915,1856560,1180
West Virginia,54,2013,21843,1853231,1179
West Virginia,54,2014,22186,1848514,1200
West Virginia,54,2015,22752,1841053,1236
West Virginia,54,2016,22732,1831102,1241
Wisconsin,55,1979,39183,4671398,839
Wisconsin,55,1980,40838,4711208,867
Wisconsin,55,1981,40560,4729678,858
Wisconsin,55,1982,40281,4731560,851
Wisconsin,55,1983,41033,4722266,869
Wisconsin,55,1984,41047,4736891,867
Wisconsin,55,1985,41492,4749522,874
Wisconsin,55,1986,42114,4755750,886
Wisconsin,55,1987,42172,4776638,883
Wisconsin,55,1988,43032,4820818,893
Wisconsin,55,1989,42355,4855689,872
Wisconsin,55,1990,42733,4891217,874
Wisconsin,55,1991,43137,4967147,868
Wisconsin,55,1992,42242,5028141,840
Wisconsin,55,1993,44506,5088947,875
Wisconsin,55,1994,44441,5138097,865
Wisconsin,55,1995,45088,5190188,869
Wisconsin,55,1996,45141,5236721,862
Wisconsin,55,1997,44891,5272971,851
Wisconsin,55,1998,45947,5303586,866
Wisconsin,55,1999,46672,5332666,875
Wisconsin,55,2000,46461,5363675,866
Wisconsin,55,2001,46628,5406835,862
Wisconsin,55,2002,46981,5445162,863
Wisconsin,55,2003,46177,5479203,843
Wisconsin,55,2004,45600,5514026,827
Wisconsin,55,2005,46709,5546166,842
Wisconsin,55,2006,46153,5577655,828
Wisconsin,55,2007,46241,5610775,824
Wisconsin,55,2008,46815,5640996,830
Wisconsin,55,2009,45697,5669264,806
Wisconsin,55,2010,47308,5686986,832
Wisconsin,55,2011,48410,5709640,848
Wisconsin,55,2012,48384,5726177,845
Wisconsin,55,2013,50026,5742854,871
Wisconsin,55,2014,50291,5758377,873
Wisconsin,55,2015,51264,5767891,889
Wisconsin,55,2016,51815,5778708,897
Wyoming,56,1979,3073,453287,678
Wyoming,56,1980,3221,471153,684
Wyoming,56,1981,3165,492753,642
Wyoming,56,1982,3191,507270,629
Wyoming,56,1983,3161,510050,620
Wyoming,56,1984,3189,504323,632
Wyoming,56,1985,3279,499098,657
Wyoming,56,1986,3218,494693,651
Wyoming,56,1987,3045,475750,640
Wyoming,56,1988,3246,464337,699
Wyoming,56,1989,3254,457896,711
Wyoming,56,1990,3203,453541,706
Wyoming,56,1991,3159,459330,688
Wyoming,56,1992,3298,466423,707
Wyoming,56,1993,3490,473228,738
Wyoming,56,1994,3481,480373,725
Wyoming,56,1995,3720,485188,767
Wyoming,56,1996,3602,488168,738
Wyoming,56,1997,3745,489618,765
Wyoming,56,1998,3853,490944,785
Wyoming,56,1999,4042,491780,822
Wyoming,56,2000,3920,493782,794
Wyoming,56,2001,4029,494657,815
Wyoming,56,2002,4174,500017,835
Wyoming,56,2003,4172,503453,829
Wyoming,56,2004,3955,509106,777
Wyoming,56,2005,4099,514157,797
Wyoming,56,2006,4311,522667,825
Wyoming,56,2007,4266,534876,798
Wyoming,56,2008,4227,546043,774
Wyoming,56,2009,4283,559851,765
Wyoming,56,2010,4438,563626,787
Wyoming,56,2011,4387,567725,773
Wyoming,56,2012,4481,576765,777
Wyoming,56,2013,4516,582684,775
Wyoming,56,2014,4666,583642,800
Wyoming,56,2015,4778,586555,815
Wyoming,56,2016,4722,585501,807
